RecordType,Item,Manufacturer,Description,Quantity,SerialNumber
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS182006LL
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS182006N0
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200A09
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200A0W
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200A0Y
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200A0Z
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200A10
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200A12
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200A1D
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200B7E
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200B7H
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200B7K
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200B7N
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200B7U
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200B7X
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200BQA
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200BQN
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200BQX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200BTJ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200D4V
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200D5P
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200D5S
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200D66
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200D6G
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200D6M
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200D6W
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200D6Z
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200DB8
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200DBJ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200DBP
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200DBY
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200DBZ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200DC6
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200DC9
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200KSQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200MWQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200NQN
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200Z87
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200Z90
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200ZAZ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200ZC1
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200ZCX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200ZHB
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18200ZJ4
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS182012DK
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS182012DN
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS182012DQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS182012ED
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS182012ES
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS182012EW
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS182012F1
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS182012FC
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS182012FF
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS182012GG
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS182012GR
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18221CQW
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18221CSF
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18221CU6
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18221CUC
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18221CUL
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18221CUS
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18221CV0
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18221DFL
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18221JVB
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18221KTQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18221MYP
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18221NCY
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18221NDA
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18221NDT
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18221NEB
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18230DKG
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18230E4E
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18231JB7
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18231K4Z
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18231QRU
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18231QSX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18231R0T
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18231W2H
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1823236V
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1824011M
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS182401SX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1824036U
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS182403N5
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS182403NY
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18301L4A
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18301M9N
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18301UDN
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18303ECV
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183100QH
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18310FCS
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18310GAM
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18310GMS
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18310GPC
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18310GPS
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18310GQB
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18310GSN
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18310GTL
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18310H5W
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18310H6Y
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18310H7L
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18310H85
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18310H8L
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18310H97
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18310HAX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18310HB5
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18310RNX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18311162
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1831116T
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1831116Y
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183111LR
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183111ME
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183111MP
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183111Q1
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183111SW
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183111T3
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183111TP
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183111TS
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183111TU
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183111U3
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183111UJ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183111V7
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1831126F
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18311FZG
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18311G3Q
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18311HAU
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832015Z
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832017J
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183202NK
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183202P0
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183202PQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183202PW
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183202R4
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183203G5
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183203G9
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183203GB
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832053N
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183205J8
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183205UG
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183205UT
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183205VC
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832062A
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183207CJ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183207E7
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183207QU
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183207U4
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183207V3
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183207VU
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183207WY
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183207X0
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183207XW
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183207Z4
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183208KX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183208T4
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832095G
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320A2Z
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320A37
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320A3W
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320A47
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320A4N
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ACA
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ACP
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ADQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320AE3
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320AF8
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ALR
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320AMV
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320AS8
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320AY2
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320DFD
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320DNN
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320DPQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320DPX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320DSD
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320DT5
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320DUT
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320DVF
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320DVP
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320DW5
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320DWA
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320DWX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320DYF
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320DYT
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320DZV
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320E1D
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320E6N
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320E8J
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320E9D
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320EA8
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320EBZ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320EF9
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320EGF
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320EGS
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320EH1
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320EH6
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320EHQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320EUA
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320EUC
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320EUG
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320EUQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320EVF
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320F5V
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320F62
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320F77
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320F81
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320FAR
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320FBH
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320FH3
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320FHH
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320FJ1
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320FQA
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320FU5
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320FUF
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320FV1
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320FW0
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320FX0
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320FXG
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320FYK
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320FYQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320HP5
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320JQ6
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320JQM
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320KGU
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320LDB
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320LE8
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320LH4
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320LR3
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320LRD
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320MC6
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320MPY
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320MQX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320MTP
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320MVZ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320MWQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320MWW
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320MXA
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320MZ2
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320MZL
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320MZY
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320N01
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320N1T
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320N9X
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320NA0
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320NAJ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320NAW
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320NCW
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320NDL
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320NE5
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320NEA
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320NHF
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320P7B
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320P8G
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320P9Z
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320PFG
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320PGK
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320PGZ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320PH4
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320PJ5
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320PKB
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320PSJ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320QTE
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320QTT
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320QTZ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320QU6
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320R1R
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320R40
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320R5K
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320RE4
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320RFE
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320RG6
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320RMB
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320RUX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320RUY
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320S05
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320S4N
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320S5G
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320S79
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320SEX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320SF4
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320SFF
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320TWG
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320TWJ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320TWM
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320TXA
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320U0F
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320U0Q
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320U3U
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320U51
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320VBK
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320VD6
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320VEF
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320VG6
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320VGC
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320VGS
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320VH4
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320WD4
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320WEU
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320WFH
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320WZS
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320WZZ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320X2M
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320X2T
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320X53
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320XUR
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320XVC
